person_key,canonical_name,honorific,affiliation,country,person_type,aliases,source_refs,occurrences,needs_review,notes,final_action,reviewer
helga-zepp-larouche,Helga Zepp-LaRouche,,"Helga Zepp-LaRouche, President of the international Schiller Institute, Germany",Germany,speaker,Helga Zepp-LaRouche,portfolio:885|portfolio:1037|portfolio:1186|portfolio:1432|portfolio:1564|portfolio:1638|portfolio:2029|portfolio:2096|portfolio:2177|portfolio:2848,30,0,possible duplicate of: h-zepp-larouche — reviewed: KEEP (merge target of the alias row),,mk
jacques-cheminade,Jacques Cheminade,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",France,speaker,Jacques Cheminade,portfolio:1062|portfolio:1441|portfolio:1622|portfolio:2870|portfolio:3467|portfolio:3630|portfolio:20350|portfolio:21766|portfolio:21767|portfolio:23605,19,0,,,mk
hussein-askary,Hussein Askary,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Hussein Askary,portfolio:930|portfolio:1277|portfolio:1574|portfolio:2103|portfolio:2996|portfolio:3499|portfolio:3602|portfolio:30609|portfolio:30611|portfolio:30612,14,0,,,mk
lyndon-larouche,Lyndon LaRouche,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",U.S,speaker,Lyndon LaRouche,portfolio:1057|portfolio:1444|portfolio:1619|portfolio:1836|portfolio:3011|portfolio:3036|portfolio:3668|portfolio:3844|portfolio:30205|post:98908@yt:V3N9_8B44Xc@498,10,0,possible duplicate of: lyndon-h-larouche — reviewed: KEEP (merge target of the alias row),merge:lyndon-h-larouche-jr,mk
daisuke-kotegawa,Daisuke Kotegawa,,déjà vu,,speaker,Daisuke Kotegawa,portfolio:2141|portfolio:2867|portfolio:3368|portfolio:3371|portfolio:3470|portfolio:34398|portfolio:34917|portfolio:34952,8,0,,,mk
alain-corvez,Alain Corvez,Colonel,"former advisor to the General-in-Command of UNIFIL (United Nations Interim Force in Lebanon), former international relations advisor to the French Foreign Minis",,speaker,Alain Corvez|Col. (ret.) Alain Corvez|Col. Alain Corvez (cr)|Colonel (ret.) Alain Corvez|Colonel Alain Corvez|Colonel Alain Corvez (cr),portfolio:21354|portfolio:21606|portfolio:29727|portfolio:30593|portfolio:30683|portfolio:34390|portfolio:34822|portfolio:35733,8,0,,,mk
bruce-fein,Bruce Fein,,summum bonum,,speaker,Bruce Fein,portfolio:2030|portfolio:2313|portfolio:2669|portfolio:2857|portfolio:3200|portfolio:3322|portfolio:3452,7,0,,,mk
jason-ross,Jason Ross,,21st Century Science &amp; Technology,,speaker,Jason Ross,portfolio:2854|portfolio:3319|portfolio:3449|portfolio:22819|portfolio:22850|portfolio:22851|post:88412@yt:7DI29EO5R3A@763,7,0,,,mk
jayshree-sengupta,Jayshree Sengupta,,"Senior Fellow, Observer Research Foundation, New Delhi, India",,speaker,Jayshree Sengupta,portfolio:19966|portfolio:21637|portfolio:21777|portfolio:29715|portfolio:30561|portfolio:30912|portfolio:31601,7,0,,,mk
diogene-senny,Diogène Senny,,"Secrétaire général de la Ligue Panafricaine - UMOJA (LP-U), Paris, France",,speaker,Diogène Senny,portfolio:21378|portfolio:21620|portfolio:22628|portfolio:29777|portfolio:30676|portfolio:30680|portfolio:31329,7,0,,,mk
theodore-katsanevas,Prof. Theodore Katsanevas,Prof.,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Prof. Theodore Katsanevas|Theodore Katsanevas,portfolio:1422|portfolio:1635|portfolio:2999|portfolio:3333|portfolio:3502,5,0,,,mk
diane-sare,Diane Sare,,were,U.S.,speaker,Diane Sare,portfolio:2863|portfolio:3312|portfolio:3331|portfolio:3496|post:98908@yt:A7sx7BUvdK4@5842,5,0,,,mk
christine-bierre,Christine Bierre,,"Journaliste, Paris.",,speaker,Christine Bierre,portfolio:29755|portfolio:30037|portfolio:30291|portfolio:31354|portfolio:42684,5,0,,,mk
michael-billington,Michael Billington,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Michael Billington,portfolio:1017|portfolio:1460|portfolio:1610|portfolio:3671,4,0,possible duplicate of: mike-billington — reviewed: KEEP (merge target of the alias row),,mk
lorella-presotto,Lorella Presotto,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Lorella Presotto,portfolio:1466|portfolio:1649|portfolio:1653|portfolio:2258,4,0,,,mk
хельга-цепп-ларуш,ХЕЛЬГА ЦЕПП-ЛАРУШ,,"Helga Zepp-LaRouche, President of the international Schiller Institute, Germany",,speaker,ХЕЛЬГА ЦЕПП-ЛАРУШ|Хельга Цепп-Ларуш|Хельга Цепп-Ларуш (Германия),portfolio:1839|portfolio:1848|portfolio:3281|portfolio:21421,4,1,possible duplicate of: хелга-цепп-ларуш; non-latin key — resolve via WPML pairing to EN sibling,,mk
walter-jones,Walter Jones,Rep.,Der amerikanische Kongreßabgeordnete Walter Jones übermittelte der Konferenz des Schiller-Instituts die folgende Videobotschaft.,,speaker,Rep. Walter Jones|Walter Jones,portfolio:2805|portfolio:3028|portfolio:3655|portfolio:4907,4,0,distinct persons (Rep. Walter Jones vs EIR journalist William C. Jones),,mk
natalia-vitrenko,Natalia Vitrenko,,Zero,,speaker,Natalia Vitrenko,portfolio:2888|portfolio:3307|portfolio:3493|portfolio:19914,4,0,,,mk
nino-galloni,Dr. Nino Galloni,Dr.,"(Italy); Economist, Former Director General of the Italian Labor Ministry",,speaker,Dr. Nino Galloni|Nino Galloni,portfolio:2915|portfolio:3505|portfolio:3614|post:88412@yt:SRpSX5udXrw@3674,4,0,,merge:antonino-galloni,mk
ray-mcgovern,Ray McGovern,,Veteran Intelligence Professionals for Sanity,,speaker,Ray McGovern,portfolio:4863|portfolio:21826|portfolio:22634|portfolio:22680,4,0,possible duplicate of: raymond-mcgovern — reviewed: KEEP (merge target of the alias row),merge:raymond-mcgovern,mk
shi-ze,Prof. Shi Ze,Professor,"Director for International Energy Strategy Studies, and China Institute of International Studies Senior Fellow, Beijing, China",,speaker,Prof. Shi Ze|Professor Shi Ze,portfolio:20097|portfolio:21757|portfolio:30812|portfolio:30854,4,0,,,mk
ali-rastbeen,Ali Rastbeen,,"fondateur et président de l'Académie de Géopolitique de Paris, Paris, France",,speaker,Ali Rastbeen,portfolio:21307|portfolio:21567|portfolio:21773|portfolio:42682,4,0,,,mk
leonid-kadyshev,Leonid Kadyshev,,Ministre conseiller de l’Ambassade de Russie en France.,,speaker,Leonid Kadyshev,portfolio:29611|portfolio:29871|portfolio:29985|portfolio:31554,4,0,,,mk
h-h-s-viswanathan,H.H.S. Viswanathan,,"Membre émérite à l’Observer Research Foundation. Coordinateur des activités liées aux BRICS et à l’IBSA (Groupe Inde, Brésil, Afrique du Sud), New Delhi, Inde.",,speaker,H.H.S. Viswanathan,portfolio:29674|portfolio:29878|portfolio:30208|portfolio:31556,4,0,,,mk
jean-francois-di-meglio,Jean-François Di Meglio,,"Président d’ASIA Centre, Paris",,speaker,Jean-François Di Meglio,portfolio:29701|portfolio:30597|portfolio:30875|portfolio:31599,4,0,,,mk
musikalische-einleitung,Musikalische Einleitung,,,,speaker,Musikalische Einleitung,portfolio:30818|portfolio:30820|portfolio:30844|portfolio:30867,4,0,,drop,mk
michel-raimbaud,Michel Raimbaud,,"One hears much talk about a new cold war that would lead us back to the old confrontation between the “Free World,” the ancestor of the “Axis of Good,” and a “t",,speaker,Michel Raimbaud,portfolio:34737|portfolio:35369|portfolio:35998|portfolio:42793,4,0,,,mk
daniel-estulin,Daniel Estulin,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Daniel Estulin,portfolio:1028|portfolio:1429|portfolio:1629,3,0,,,mk
mulugeta-zewdie-michael,Mulugeta Zewdie Michael,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Mulugeta Zewdie Michael,portfolio:1039|portfolio:1457|portfolio:1613,3,0,,,mk
didier-schmitt,Didier Schmitt,Dr.,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Didier Schmitt|Dr. Didier Schmitt,portfolio:1066|portfolio:1447|portfolio:1587,3,0,,,mk
bassam-tahhan,Prof. Bassam Tahhan,Prof.,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Bassam Tahhan|Prof. Bassam Tahhan,portfolio:1332|portfolio:1412|portfolio:1577,3,0,,,mk
ghoncheh-tazmini,Ghoncheh Tazmini,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Ghoncheh Tazmini,portfolio:1336|portfolio:1417|portfolio:1580,3,0,,,mk
жак-шеминад,ЖАК ШЕМИНАД,,"президент организации ""Солидарность и прогресс"", Париж, Франция",,speaker,ЖАК ШЕМИНАД|Жак Шеминад|Жак Шеминад (Франция),portfolio:1835|portfolio:3275|portfolio:22577,3,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
michael-kirsch,Michael Kirsch,,,,speaker,Michael Kirsch,portfolio:2243|portfolio:2883|portfolio:3222,3,0,,,mk
dennis-small,Dennis Small,,"Schiller Institute, U.S.",U.S.,speaker,Dennis Small,portfolio:2657|portfolio:3207|post:98908@yt:V3N9_8B44Xc@1408,3,0,,,mk
ben-deniston,Ben Deniston,,"Ben Deniston from 21st Century Science and Technology Magazine, on the critical question, what is Mankind? And what is the difference between man and animal?  A",,speaker,Ben Deniston,portfolio:2665|portfolio:3881|portfolio:23810,3,0,possible duplicate of: benjamin-deniston,merge:benjamin-deniston,mk
cui-hongjian,Dr. Cui Hongjian,Dr.,,,speaker,Dr. Cui Hongjian,portfolio:2873|portfolio:3486|portfolio:3635,3,0,,,mk
henri-safa,Prof. Dr. Henri Safa,Prof. Dr.,,,speaker,Prof. Dr. Henri Safa,portfolio:2902|portfolio:3457|portfolio:3606,3,0,,,mk
eduardo-greaves,Prof. Dr. Eduardo Greaves,Prof. Dr.,,,speaker,Prof. Dr. Eduardo Greaves,portfolio:2905|portfolio:3460|portfolio:3608,3,0,,,mk
alexander-nagorny,Alexander Nagorny,,"Alexander Nagorny, of Russia, is deputy editor of Zavtra weekly newspaper and a member of the Izborsk Club. He is a historian who has specialized in relations a",,speaker,Alexander Nagorny,portfolio:3116|portfolio:3354|portfolio:3443,3,0,,,mk
opening-remarks,Opening Remarks,,"Opening Remarks to Schiller Institute Concert of W.A. Mozart's Requiem in D minor, A Remembrance of President John F. Kennedy on the 50th Anniversary of His Dea",,speaker,Opening Remarks,portfolio:3944|portfolio:3958|portfolio:3970,3,0,,drop,mk
robert-barwick,Robert Barwick,,"Executive Committee member, Citizens Electoral Council of Australia",,speaker,Robert Barwick,portfolio:19816|portfolio:22685|portfolio:22686,3,0,,,mk
panos-kammenos,Panos Kammenos,,"président du parti Grecs Indépendants, Membre du parlement héllenique, Athènes",,speaker,Panos Kammenos,portfolio:21329|portfolio:21616|portfolio:22625,3,0,,,mk
antonino-galloni,Antonino Galloni,,"Economist, Statutory Auditor of Istituto Nazionale Previdenza Sociale (INPS), Rome, Italy.",,speaker,Antonino Galloni,portfolio:21807|portfolio:21818|portfolio:22683,3,0,,,mk
enzo-siviero,Professor Enzo Siviero,Professor,"member of the Italian National Council of Universities, Venice, Italy - Mediterranean Bridging",,speaker,Professor Enzo Siviero,portfolio:21895|portfolio:22748|portfolio:22874,3,0,,,mk
alena-petrova,Alena Petrova,,"Geschäftsführerin von „Art Assemblee Agency“, Russische Kulturtage, Baden-Baden",,speaker,Alena Petrova|Alena Petrova:,portfolio:22771|portfolio:23220|portfolio:23221,3,0,,,mk
toni-kastner,Toni Kästner,,"Fusions-Energie-Forum, e.V.",,speaker,Toni Kästner,portfolio:22919|portfolio:22931|portfolio:22932,3,0,,,mk
malcolm-fraser,Malcolm Fraser,,Former Prime Minister of Australia (1975-1983),,speaker,Malcolm Fraser,portfolio:22943|portfolio:22957|portfolio:23000,3,0,,,mk
stelios-kouloglou,Stélios Kouloglou,,"Stélios Kouloglou, journaliste, écrivain, cinéaste et député européen de Syriza, Athènes.",,speaker,Stelios Kouloglou|Stélios Kouloglou,portfolio:29743|portfolio:30034|portfolio:30103,3,0,,,mk
francois-gervais,Prof. François Gervais,Prof.,"Professor Emeritus of the François Rabelais University, Tours, Critical Rapporteur to the IPCC - ARS5 (International Panel on Climate Change), Tours.",,speaker,François Gervais|Prof. François Gervais,portfolio:30143|portfolio:30144|portfolio:31325,3,0,,,mk
karel-vereycken,Karel Vereycken,,"Journalist, Paris.",,speaker,Karel Vereycken,portfolio:30198|portfolio:31105|portfolio:31331,3,0,,,mk
carl-otto-weiss,Prof. Carl-Otto Weiss,Prof.,,,speaker,Carl-Otto Weiss|Prof. Carl-Otto Weiss,portfolio:30201|portfolio:31323|portfolio:32333,3,0,,,mk
denys-pluvinage,Denys Pluvinage,,"Berater des Französisch-Russischen Dialogs, Paris.",,speaker,Denys Pluvinage,portfolio:30258|portfolio:30284|portfolio:31596,3,0,,,mk
richard-black,Sen. Richard Black,Sen.,(U.S.); former head of the U.S. Army’s Criminal Law Division at the Pentagon; former Virginia State Senator,ret.,speaker,Col. Richard Black (ret.)|Sen. Richard Black,portfolio:30287|portfolio:30650|post:88412@yt:JD3d_guFUV4@4030,3,0,possible duplicate of: richard-h-black — reviewed: KEEP (merge target of the alias row),,mk
acheikh-ibn-oumar,Acheikh Ibn-Oumar,,"former Foreign Minister of Chad, Reims.",,speaker,Acheikh Ibn-Oumar,portfolio:30845|portfolio:30846|portfolio:31348,3,0,,,mk
chas-freeman,Chas Freeman,,"In Europe, in America, and in parts of Asia there is a sense of foreboding—an elemental unease about what is to come. There is vexing drift amidst political par",,speaker,Chas Freeman,portfolio:34388|portfolio:34655|portfolio:34793,3,0,possible duplicate of: chas-w-freeman — reviewed: KEEP (merge target of the alias row),,mk
marco-zanni,Marco Zanni,,The European institution decided to ignore the voice of the citizens and Brexit is the result of this lack of a political view for a united Europe with cooperat,,speaker,Marco Zanni,portfolio:34396|portfolio:35238|portfolio:35389,3,0,,,mk
leonidas-chrysantopoulos,Leonidas Chrysantopoulos,,"The theme of our conference is very appropriate and comes at a moment when humanity is not only facing its worst economic crisis since the depression of 1928, b",,speaker,Leonidas Chrysantopoulos,portfolio:34400|portfolio:35326|portfolio:35337,3,0,,,mk
ren-lin,Ren Lin,Dr,"My background is about globalization, and economic integration, regional integration, etc. and as well as OBOR (One Belt, One Road). Before I get started with m",,speaker,Dr Ren Lin|Ren Lin,portfolio:34402|portfolio:35936|portfolio:36017,3,0,,,mk
hamid-sidig,H.E. Hamid Sidig,H.e.,"Since ancient times, the Silk Road has been a symbol of the commercial artery that connects Asia and Europe, creating wealth and cultural exchange to benefit al",,speaker,H.E. Hamid Sidig,portfolio:34404|portfolio:34958|portfolio:36023,3,0,,,mk
egbert-drews,Egbert Drews,,"Given the globalization and liberalization of the economy, the significance of cooperation among SMEs has considerably grown over the past years: The SMEs recog",,speaker,Egbert Drews,portfolio:34406|portfolio:35128|portfolio:35730,3,0,,,mk
bereket-simon,Bereket Simon,,"The term “Silk Road” refers to an ancient trade route, but my interest obviously lies in highlighting the significance of its present incarnation within the cur",,speaker,Bereket Simon,portfolio:34412|portfolio:35373|portfolio:35725,3,0,,,mk
adeline-djeutie,Adeline Djeutie,,"In regions like Africa, the energy poverty does not reflect the existing natural resources potential in many countries. In fact, Africa is endowed with various ",,speaker,Adeline Djeutie,portfolio:34414|portfolio:35542|portfolio:36097,3,0,,,mk
alain-gachet,Alain Gachet,,"Humanity has been developing on lakes and rivers mainly, but the real bulk of fresh water is below the surface of the Earth, is underground. And it is 33 times ",,speaker,Alain Gachet,portfolio:34417|portfolio:35586|portfolio:35789,3,0,,,mk
rainer-sandau,Rainer Sandau,,"We do have regional secretariats in 30 regions, one of them in Syria. In Syria, we have a regional secretary, Dr. Hussein Ibrahim, who was a former general dire",,speaker,Rainer Sandau,portfolio:34419|portfolio:35557|portfolio:35571,3,0,,,mk
sam-pitroda,Sam Pitroda,,"(U.S./India); Innovator, Entrepreneur and Policy-Maker",,speaker,Sam Pitroda,post:88412@yt:JD3d_guFUV4@4984|post:89622@yt:JD3d_guFUV4@4984|post:89859@yt:JD3d_guFUV4@4984,3,0,,,mk
aiman-rsheed,Aiman Rsheed,,,,speaker,Aiman Rsheed,portfolio:1054|portfolio:1616,2,0,,,mk
george-o-tsobanoglou,George O. Tsobanoglou,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,George O. Tsobanoglou,portfolio:1426|portfolio:1632,2,0,possible duplicate of: george-tsobanoglou,merge:george-tsobanoglou,mk
wilhelm-hankel,Prof. Wilhelm Hankel,Prof.,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Prof. Wilhelm Hankel,portfolio:1436|portfolio:1625,2,0,,,mk
antonio-guell,Antonio Güell,Dr.,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Antonio Güell|Dr. Antonio Güell,portfolio:1450|portfolio:1584,2,0,,,mk
ali-reza-sheikh-attar,Ali Reza Sheikh Attar,,,,speaker,Ali Reza Sheikh Attar,portfolio:1569|portfolio:2098,2,0,"possible duplicate of: attar, ali-reza-sheik-attar — reviewed: KEEP (merge target of the alias row)",,mk
хуссеин-аскари,ХУССЕЙН АСКАРИ,,,,speaker,ХУССЕЙН АСКАРИ|Хуссейн Аскари,portfolio:1846|portfolio:3415,2,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
lyndon-h-larouche-jr,"Lyndon H. LaRouche, Jr.",,,,speaker,"Lyndon H. LaRouche, Jr.",portfolio:2101|portfolio:3440,2,0,,,mk
sean-stone,Sean Stone,,,,speaker,Sean Stone,portfolio:2232|portfolio:2317,2,0,,,mk
norton-mezvinsky,Norton Mezvinsky,,,,speaker,Norton Mezvinsky,portfolio:2240|portfolio:2761,2,0,,,mk
james-benham,James Benham,,,,speaker,James Benham,portfolio:2674|portfolio:3213,2,0,,merge:jim-benham,mk
thomas-jackson,Rep. Thomas Jackson,Rep.,,,speaker,Rep. Thomas Jackson,portfolio:2677|portfolio:3210,2,0,,,mk
paul-gallagher,Paul Gallagher,,,,speaker,Paul Gallagher,portfolio:2683|portfolio:3225,2,0,,,mk
jeff-steinberg,Jeff Steinberg,,,,speaker,Jeff Steinberg,portfolio:2736|portfolio:3181,2,0,,,mk
frank-cevasco,Frank Cevasco,,,,speaker,Frank Cevasco,portfolio:2739|portfolio:3184,2,0,,,mk
rachel-douglas,Rachel Douglas,,"UPDATE: Rachel Douglas' presentation now includes the video produced by Russia’s International Global Aerospace Monitoring Space System, and shown, courtesy of ",,speaker,Rachel Douglas,portfolio:2770|portfolio:3193,2,0,,,mk
mikhail-delyagin,Mikhail Delyagin,,zakryvayushchaya tekhnologiya,,speaker,Mikhail Delyagin,portfolio:2893|portfolio:3490,2,0,,,mk
urban-cleve,Urban Cleve,Dr.,,,speaker,Dr. Urban Cleve|Urban Cleve,portfolio:2912|portfolio:3464,2,0,,,mk
andrey-fursov,Andrey Fursov,,was,,speaker,Andrey Fursov,portfolio:2985|portfolio:3508,2,0,,,mk
craig-isherwood,Craig Isherwood,,,,speaker,Craig Isherwood,portfolio:3007|portfolio:3622,2,0,,,mk
hal-cooper,Hal Cooper,,,,speaker,Hal Cooper,portfolio:3674|portfolio:3878,2,0,,,mk
san-francisco-conference,San Francisco Conference,,,,speaker,San Francisco Conference,portfolio:3726|portfolio:3737,2,0,,drop,mk
harley-schlanger,Harley Schlanger,,,,speaker,Harley Schlanger,portfolio:3734|portfolio:3874,2,0,,,mk
mike-billington,Mike Billington,,,,speaker,Mike Billington,portfolio:3904|portfolio:4995,2,0,possible duplicate of: michael-billington,merge:michael-billington,mk
wolfgang-lillge,Dr. Wolfgang Lillge,Dr.,"Editor-in-chief of the Fusion Magazine, Berlin, Germany",,speaker,Dr. Wolfgang Lillge,portfolio:20428|portfolio:21763,2,0,,,mk
fatemeh-hashemi-rafsanjani,Dr Fatemeh Hashemi Rafsanjani,Dr.,"President of WSA (Women Solidarity Association), Teheran, Islamic Republic of Iran.",,speaker,Dr Fatemeh Hashemi Rafsanjani|Dr. Fatemeh Hashemi Rafsanjani,portfolio:21552|portfolio:21717,2,0,,,mk
pei-hua-chen-bo,Pei Hua & Chen Bo,,Salutations et présentation de la Fondation Chinoise Soong Ching Ling,,speaker,Pei Hua & Chen Bo,portfolio:21801|portfolio:22622,2,0,"TWO real presenters (Pei Hua; Chen Bo), Soong Ching Ling Foundation (China). Bilingual si_presentation FR=portfolio:21801 / DE=portfolio:22622, 2014-10-21. Neither has a person row; person_hints empty. merge can't split — needs machine-side ""&""/""and"" speaker-split into two person rows, both linked to the talk.",drop,mk
dieter-ameling,Prof. Dieter Ameling,Prof. Dr.,"President of the German Steel Federation (until 2008), Essen, Germany.",,speaker,Prof. Dieter Ameling|Prof. Dr. Dieter Ameling,portfolio:22338|portfolio:22638,2,0,,,mk
zepp-larouche-resolution,Zepp-LaRouche - Resolution,,"founder of the Schiller Institute, reads the resolution ""Let us grow up into the Adult Age of Mankind!"" during the Schiller Institute conference.",,speaker,Zepp-LaRouche - Resolution,portfolio:22642|portfolio:22671,2,0,possible duplicate of: zepp-larouche-frankfurter-resolution,merge:helga-zepp-larouche,mk
michail-titarenko,Prof. Michail Titarenko,Prof.,"Directeur de l’Institut d’études pour l’Extrême-Orient, Académie des Sciences",,speaker,Prof. Michail Titarenko,portfolio:22833|portfolio:22996,2,0,,,mk
wangsuo-wu,Prof. Dr. Wangsuo Wu,Prof. Dr.,"Doyen de l’École de science et de technologie nucléaire, Université de Lanzhou, Chine.",,speaker,Prof. Dr. Wangsuo Wu,portfolio:22889|portfolio:22890,2,0,possible duplicate of: wangsou-wu — reviewed: KEEP (merge target of the alias row),,mk
chandra-muzaffar,Dr. Chandra Muzaffar,Dr.,Fondateur et Président du Mouvement international pour un monde juste (JUST),,speaker,Dr. Chandra Muzaffar,portfolio:22913|portfolio:22914,2,0,,,mk
benjamin-deniston,Benjamin Deniston,,"Wissenschaftsteam des LaRouche-Aktionskomitees, Washington",,speaker,Benjamin Deniston,portfolio:30090|portfolio:31312,2,0,possible duplicate of: ben-deniston — reviewed: KEEP (merge target of the alias row),,mk
maelle-mercier-jean-jaures,Maëlle Mercier - Jean Jaurès,,"(The Positive Philosophy, 1867)",,speaker,Maëlle Mercier - Jean Jaurès,portfolio:30175|portfolio:30492,2,0,,merge:maelle-mercier,mk
charles-paperon,Charles Paperon,,"Veteran Figher of the French Resistance, decorated of the Free France medal",,speaker,Charles Paperon,portfolio:30601|portfolio:30602,2,0,,,mk
tatiana-seliverstova,Tatiana Seliverstova,,Head of the department of the international cooperation and innovative activities of the Russian Union of Youth.,,speaker,Tatiana Seliverstova,portfolio:30806|portfolio:30807,2,0,,,mk
jean-pierre-gerard,Jean-Pierre Gérard,,"Economist, Entrepreneur,",,speaker,Jean-Pierre Gérard,portfolio:30832|portfolio:31352,2,0,,,mk
raghda-ibrahim,Raghda Ibrahim,,"Daughter of Prof. Mohamed Ali Ibrahim, Dean of the Transport and Logistics Institute, Arab League",,speaker,Raghda Ibrahim,portfolio:30879|portfolio:31327,2,0,,,mk
dean-andromidas,Dean Andromidas,,"Executive Intelligence Review, Wiesbaden.",,speaker,Dean Andromidas,portfolio:31110|portfolio:31309,2,0,,,mk
ulrich-scholz,Colonel Ulrich Scholz (cr),Lt. col.,"I'm going to use three metaphors, and I'm going to teach you three questions to ask, to come to the conclusion that war must not be a means of politics any more",,speaker,Colonel Ulrich Scholz (cr)|Lt. Col. (ret.) Ulrich Scholz,portfolio:34392|portfolio:34851,2,0,,,mk
fouad-al-ghaffari,Fouad Al-Ghaffari,,"C’est un grand plaisir de pouvoir m’exprimer devant vous, au moins de façon électronique, après avoir fait tant d’effort sans succès pour être parmi vous en per",,speaker,Fouad Al-Ghaffari,portfolio:35441|portfolio:35776,2,0,,,mk
scott-ritter,Scott Ritter,,former UN Weapons Inspector in Iraq,U.S.,speaker,Scott Ritter,post:98908@yt:A7sx7BUvdK4@5052|post:102333@yt:M9sYi4Io7Zk@820,2,0,,,mk
attar,Ambassador Attar,Ambassador,"Ali Reza Sheikh Attar, Ambassador of the Islamic Republic of Iran to Germany",,speaker,Ambassador Attar,portfolio:900,1,0,"possible duplicate of: ali-reza-sheik-attar, ali-reza-sheikh-attar",merge:ali-reza-sheikh-attar,mk
guell,Dr. Güell,Dr.,,,speaker,Dr. Güell,portfolio:946,1,0,,merge:antonio-guell,mk
hankel,Prof. Hankel,Prof.,,,speaker,Prof. Hankel,portfolio:1012,1,0,,merge:wilhelm-hankel,mk
george-tsobanoglou,George Tsobanoglou,,,,speaker,George Tsobanoglou,portfolio:1032,1,0,possible duplicate of: george-o-tsobanoglou — reviewed: KEEP (merge target of the alias row),,mk
katsanevas,Prof. Katsanevas,Prof.,,,speaker,Prof. Katsanevas,portfolio:1034,1,0,,merge:theodore-katsanevas,mk
ali-reza-sheik-attar,S.E. Ali Reza Sheik Attar,S.e.,Text bald verfügbar!,,speaker,S.E. Ali Reza Sheik Attar,portfolio:1270,1,0,"possible duplicate of: attar, ali-reza-sheikh-attar",merge:ali-reza-sheikh-attar,mk
africa-pass-ein-bahnbrechendes-konzept,Africa Pass – Ein bahnbrechendes Konzept,,"[icon id=""301"" floatLeft=""true"" /]Text bald verfügbar!",,speaker,Africa Pass – Ein bahnbrechendes Konzept,portfolio:1454,1,0,,drop,mk
возрождение-классическои-культуры-в-европе,ВОЗРОЖДЕНИЕ КЛАССИЧЕСКОЙ КУЛЬТУРЫ В ЕВРОПЕ (англ.),,,,speaker,ВОЗРОЖДЕНИЕ КЛАССИЧЕСКОЙ КУЛЬТУРЫ В ЕВРОПЕ (англ.),portfolio:1825,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
лорелла-пресoтто,ЛОРЕЛЛА ПРЕСOТТО,,,,speaker,ЛОРЕЛЛА ПРЕСOТТО,portfolio:1826,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
гончех-тазмини,ГОНЧЕХ ТАЗМИНИ,,,,speaker,ГОНЧЕХ ТАЗМИНИ,portfolio:1827,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
профессор-бассам-таххан,ПРОФЕССОР БАССАМ ТАХХАН,,,,speaker,ПРОФЕССОР БАССАМ ТАХХАН,portfolio:1828,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
дидье-шмитт,ДИДЬЕ ШМИТТ,,,,speaker,ДИДЬЕ ШМИТТ,portfolio:1834,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
аиман-рашед,АЙМАН РАШЕД,,,,speaker,АЙМАН РАШЕД,portfolio:1837,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
мулугета-зевди-маикл,МУЛУГЕТА ЗЕВДИ МАЙКЛ,,,,speaker,МУЛУГЕТА ЗЕВДИ МАЙКЛ,portfolio:1838,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
проф-кацаневас,ПРОФ. КАЦАНЕВАС,,,,speaker,ПРОФ. КАЦАНЕВАС,portfolio:1840,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
георгии-цобаноглу,ГЕОРГИЙ ЦОБАНОГЛУ,,,,speaker,ГЕОРГИЙ ЦОБАНОГЛУ,portfolio:1841,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
даниэль-эстулин,ДАНИЭЛЬ ЭСТУЛИН,,,,speaker,ДАНИЭЛЬ ЭСТУЛИН,portfolio:1842,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
маикл-биллингтон,МАЙКЛ БИЛЛИНГТОН,,,,speaker,МАЙКЛ БИЛЛИНГТОН,portfolio:1843,1,1,non-latin key — resolve via WPML pairing to EN sibling,,mk
